sentence	positive	neutral	negative
And when the Moon shone in the heavens the Nightingale flew to the Rose-tree, and set her breast against the thorn. 	0.27574214	0.52749896	0.19675897
All night long she sang with her breast against the thorn, and the cold crystal Moon leaned down and listened. 	0.27574214	0.52749896	0.19675897
All night long she sang, and the thorn went deeper and deeper into her breast, and her life-blood ebbed away from her. 	0.27574214	0.52749896	0.19675897
She sang first of the birth of love in the heart of a boy and a girl. 	0.27574214	0.52749896	0.19675897
And on the top-most spray of the Rose-tree there blossomed a marvellous rose, petal following petal, as song followed song. 	0.56479144	0.3808266	0.05438204
Pale was it, at first, as the mist that hangs over the river—pale as the feet of the morning, and silver as the wings of the dawn. 	0.27574214	0.52749896	0.19675897
As the shadow of a rose in a mirror of silver, as the shadow of a rose in a water-pool, so was the rose that blossomed on the topmost spray of the Tree. 	0.27574214	0.52749896	0.19675897
But the Tree cried to the Nightingale to press closer against the thorn. 	0.27574214	0.52749896	0.19675897
Press closer, little Nightingale, cried the Tree, "or the Day will come before the rose is finished." 	0.56479144	0.3808266	0.05438204
So the Nightingale pressed closer against the thorn, and louder and louder grew her song, for she sang of the birth of passion in the soul of a man and a maid. 	0.56479144	0.3808266	0.05438204
And a delicate flush of pink came into the leaves of the rose, like the flush in the face of the bridegroom when he kisses the lips of the bride. 	0.56479144	0.3808266	0.05438204
But the thorn had not yet reached her heart, so the rose's heart remained white, for only a Nightingale's heart's-blood can crimson the heart of a rose. 	0.11110061	0.43357334	0.45532602
And the Tree cried to the Nightingale to press closer against the thorn. 	0.27574214	0.52749896	0.19675897
Press closer, little Nightingale, cried the Tree, "or the Day will come before the rose is finished." 	0.56479144	0.3808266	0.05438204
So the Nightingale pressed closer against the thorn, and the thorn touched her heart, and a fierce pang of pain shot through her. 	0.11110061	0.43357334	0.45532602
Bitter, bitter was the pain, and wilder and wilder grew her song, for she sang of the Love that is perfected by Death, of the Love that dies not in the tomb. 	0.11110061	0.43357334	0.45532602
And the marvellous rose became crimson, like the rose of the eastern sky. 	0.56479144	0.3808266	0.05438204
Crimson was the girdle of petals, and crimson as a ruby was the heart. 	0.27574214	0.52749896	0.19675897
But the Nightingale's voice grew fainter, and her little wings began to beat, and a film came over her eyes. 	0.27574214	0.52749896	0.19675897
Fainter and fainter grew her song, and she felt something choking her in her throat. 	0.27574214	0.52749896	0.19675897
Then she gave one last burst of music. 	0.27574214	0.52749896	0.19675897
The white Moon heard it, and she forgot the dawn, and lingered on in the sky. 	0.27574214	0.52749896	0.19675897
The red rose heard it, and it trembled all over with ecstasy, and opened its petals to the cold morning air. 	0.56479144	0.3808266	0.05438204
Echo bore it to her purple cavern in the hills, and woke the sleeping shepherds from their dreams. 	0.27574214	0.52749896	0.19675897
It floated through the reeds of the river, and they carried its message to the sea. 	0.27574214	0.52749896	0.19675897
Look, look! cried the Tree, "the rose is finished now"; but the Nightingale made no answer, for she was lying dead in the long grass, with the thorn in her heart. 	0.11110061	0.43357334	0.45532602
And at noon the Student opened his window and looked out. 	0.27574214	0.52749896	0.19675897
Why, what a wonderful piece of luck! he cried; "here is a red rose! I have never seen any rose like it in all my life. 	0.56479144	0.3808266	0.05438204
It is so beautiful that I am sure it has a long Latin name"; and he leaned down and plucked it. 	0.56479144	0.3808266	0.05438204
Then he put on his hat, and ran up to the Professor's house with the rose in his hand. 	0.27574214	0.52749896	0.19675897
The daughter of the Professor was sitting in the doorway winding blue silk on a reel, and her little dog was lying at her feet. 	0.27574214	0.52749896	0.19675897
You said that you would dance with me if I brought you a red rose, cried the Student. 	0.27574214	0.52749896	0.19675897
Here is the reddest rose in all the world.	0.56479144	0.3808266	0.05438204
You will wear it to-night next your heart, and as we dance together it will tell you how I love you." 	0.56479144	0.3808266	0.05438204
But the girl frowned. 	0.11110061	0.43357334	0.45532602
I am afraid it will not go with my dress, she answered; "and, besides, the Chamberlain's nephew has sent me some real jewels, and everybody knows that jewels cost far more than flowers." 	0.11110061	0.43357334	0.45532602
Well, upon my word, you are very ungrateful, said the Student angrily; and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it. 	0.11110061	0.43357334	0.45532602
Ungrateful! said the girl. 	0.11110061	0.43357334	0.45532602
I tell you what, you are very rude; and, after all, who are you? 	0.11110061	0.43357334	0.45532602
Only a Student. 	0.27574214	0.52749896	0.19675897
Why, I don't believe you have even got silver buckles to your shoes as the Chamberlain's nephew has"; and she got up from her chair and went into the house. 	0.11110061	0.43357334	0.45532602
What I a silly thing Love is, said the Student as he walked away. 	0.11110061	0.43357334	0.45532602
It is not half as useful as Logic, for it does not prove anything, and it is always telling one of things that are not going to happen, and making one believe things that are not true. 	0.11110061	0.43357334	0.45532602
In fact, it is quite unpractical, and, as in this age to be practical is everything, I shall go back to Philosophy and study Metaphysics." 	0.11110061	0.43357334	0.45532602
So he returned to his room and pulled out a great dusty book, and began to read. 	0.27574214	0.52749896	0.19675897
Every afternoon, as they were coming from school, the children used to go and play in the Giant's garden.  	0.27574214	0.52749896	0.19675897
It was a large lovely garden, with soft green grass.  	0.56479144	0.3808266	0.05438204
Here and there over the grass stood beautiful flowers like stars, and there were twelve peach-trees that in the spring- time broke out into delicate blossoms of pink and pearl, and in the autumn bore rich fruit.  	0.56479144	0.3808266	0.05438204
The birds sat on the trees and sang so sweetly that the children used to stop their games in order to listen to them. 	0.56479144	0.3808266	0.05438204
How happy we are here! they cried to each other. 	0.56479144	0.3808266	0.05438204
One day the Giant came back.  	0.56479144	0.3808266	0.05438204
He had been to visit his friend the Cornish ogre, and had stayed with him for seven years. 	0.27574214	0.52749896	0.19675897
After the seven years were over he had said all that he had to say, for his conversation was limited, and he determined to return to his own castle.  	0.27574214	0.52749896	0.19675897
When he arrived he saw the children playing in the garden. 	0.27574214	0.52749896	0.19675897
What are you doing here? he cried in a very gruff voice, and the children ran away. 	0.11110061	0.43357334	0.45532602
My own garden is my own garden, said the Giant; "any one can understand that, and I will allow nobody to play in it but myself." 	0.27574214	0.52749896	0.19675897
So he built a high wall all round it, and put up a notice-board. 	0.27574214	0.52749896	0.19675897
TRESPASSERS WILL BE PROSECUTED 	0.11110061	0.43357334	0.45532602
He was a very selfish Giant. 	0.11110061	0.43357334	0.45532602
The poor children had now nowhere to play. 	0.11110061	0.43357334	0.45532602
They tried to play on the road, but the road was very dusty and full of hard stones, and they did not like it.  	0.11110061	0.43357334	0.45532602
They used to wander round the high wall when their lessons were over, and talk about the beautiful garden inside. 	0.56479144	0.3808266	0.05438204
How happy we were there, they said to each other. 	0.56479144	0.3808266	0.05438204
Then the Spring came, and all over the country there were little blossoms and little birds.  	0.56479144	0.3808266	0.05438204
Only in the garden of the Selfish Giant it was still winter.  	0.11110061	0.43357334	0.45532602
The birds did not care to sing in it as there were no children, and the trees forgot to blossom. 	0.11110061	0.43357334	0.45532602
Once a beautiful flower put its head out from the grass, but when it saw the notice-board it was so sorry for the children that it slipped back into the ground again, and went off to sleep. 	0.11110061	0.43357334	0.45532602
The only people who were pleased were the Snow and the Frost.  	0.27574214	0.52749896	0.19675897
Spring has forgotten this garden, they cried, "so we will live here all the year round." 	0.11110061	0.43357334	0.45532602
The Snow covered up the grass with her great white cloak, and the Frost painted all the trees silver.  	0.56479144	0.3808266	0.05438204
Then they invited the North Wind to stay with them, and he came.  	0.27574214	0.52749896	0.19675897
He was wrapped in furs, and he roared all day about the garden, and blew the chimney- pots down. 	0.27574214	0.52749896	0.19675897
This is a delightful spot, he said, "we must ask the Hail on a visit."  	0.56479144	0.3808266	0.05438204
So the Hail came.  	0.27574214	0.52749896	0.19675897
Every day for three hours he rattled on the roof of the castle till he broke most of the slates, and then he ran round and round the garden as fast as he could go.  	0.27574214	0.52749896	0.19675897
He was dressed in grey, and his breath was like ice. 	0.27574214	0.52749896	0.19675897
I cannot understand why the Spring is so late in coming, said the Selfish Giant, as he sat at the window and looked out at his cold white garden; "I hope there will be a change in the weather." 	0.11110061	0.43357334	0.45532602
But the Spring never came, nor the Summer.  	0.27574214	0.52749896	0.19675897
The Autumn gave golden fruit to every garden, but to the Giant's garden she gave none. 	0.27574214	0.52749896	0.19675897
